"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1902846389","Brookdale Therapy Anderson","3"
"1922708676","Angel Services","3"
"1942782883","HealthStar Physicians, PC--OKN","5"
"1952441255","Brookdale Therapy Roswell","3"
"1962000646","life care health service","3"
"1982235636","Healthcare 12","3"
"1982802195","Innovative Senior Care at Heritage Club of Mountain View","3"
"1013617786","Heartland","3"
"1013617794","Heartland","3"
"1053022871","Visionworks Doctors of Optometry","3"
"1093415762","Heartland","3"
"1114627890","Heartland","3"
"1134586829","Swiss Village Pharmacy, LLC","3"
"1164122834","Walgreens #21422","3"
"1194263236","KentuckyCare 63","3"
"1205585262","Herman Bentley","3"
"1205585262","Sarah Jane Bentley Foundation","3"
"1215355128","Thibodaux Regional Endocrinology Clinic","3"
"1215646823","Faith Recovery","3"
"1225745904","Resilience Counseling & Wellness","3"
"1255314985","Texas Ear Nose & Throat Specialists PA","5"
"1265553911","OCEANSIDE MEDICAL SUPPLIES","3"
"1265553911","Oceanside Home Health Services, Inc.","3"
"1275932493","Tri-County Chiropractic","3"
"1306499405","San Juan Dialysis","3"
"1306546080","Heartland","3"
"1326748096","Whole Kids OT Northwest","3"
"1366543795","North Shore LIJ Health System Laboratories","4"
"1366543795","North Shore LIJ Health System Laboratory","4"
"1386344067","The Hive Therapy and Wellness Boutique","3"
"1386344067","Meg Reinis Newman Psychotherapy","4"
"1396445078","AGILITY SENIOR LIVING ADVISORS","3"
"1407592025","Elevate Speech Pathology, LLC","4"
"1457684995","Thibodaux Regional Network Development Corporation - Maternal Fetal","3"
"1467152140","Heartland","3"
"1467427336","Thibodaux Regional Radiology","3"
"1518667278","ProTouch Cargivers","3"
"1568162238","SMILE DESIGNERS","5"
"1609576362","Conscious Pathways Therapy","3"
"1619485158","Summit Health Center","3"
"1649970328","Heartland","3"
"1679039952","Minit Medical Urgent Care","3"
"1679039952","Minit Medical Urgent Care and Physical Therapy","3"
"1720682263","Independence Homde Health of Palm Beach","3"
"1730889411","Clarity Care","3"
"1740980424","HELPFUL-HANDS-SENIOR-CARE LLC","3"
"1760904320","Independent Home Health of Broward","3"
"1790115772","Thibodaux Regional Network Development Corporation-Orthopaedic Surgery","3"
"1790115772","Thibodaux Regional Orthopaedic linic","3"
"1811697584","Heartland","3"
"1841390077","AMC MADIGAN-LEWIS","5"
"1841941440","Dental at Mountain View","3"
"1922708692","Sand Sage Of West Plains","3"
"1932809613","Heartland","3"
"1962102632","Meissen on the Water","3"
"1982094652","Minit Medical Urgent Care Center","3"
"1982094652","Minit Medical Urgent Care and Physical Therapy","3"
"1992057574","VeraMed Health","3"
"1992057574","Helping Hand Pharmacy, LLC","5"
"1235839929","Heartland","3"
"1427145713","Amarillo Spine and Rehabilitation Center","3"
"1801596580","Heartland","3"
"1881130482","Loveland Family Chiropractic","3"
"1902506918","Maryam Gulraiz","3"
"1992405674","Heartland","3"
"1124666771","Oak Fence Congregate Living Health Facility #2","3"
"1265132088","Nourish Wellness LLC","5"
"1285372334","Sunrise Windsor Clinic","3"
"1568162253","Cedar Hills Behavioral","3"
"1649970336","Coggin Dental Group","3"
"1790344539","Telecare San Joaquin Connect I","3"
"1184324873","Stadium Dental Center","3"
"1265132963","Heartland","3"
"1417657115","Massage & Arts Studio","5"
"1427472570","LONGLEAF HOSPITAL","3"
"1427758127","SENIOR SOCIAL CENTER","3"
"1497371405","Southlake Orthopaedics","3"
"1497371405","Bryant and Blum","4"
"1558061242","Heartland","3"
"1710687405","Heartland","3"
"1831813880","5 STAR CURE","3"
"1003104183","Carolinas Hospitalist Group","3"
"1003130493","Pediatric Endocrinology & Diabetes Specialists","3"
"1013232438","Atrium Health Levine Children's Congenital Heart Center","3"
"1013675669","Atrium Health Primary Care Shiland Family Medicine","3"
"1023006707","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1023006707","Cabarrus Family Medicine","3"
"1023291960","Atrium Health Women's Care Copperfield OB/GYN","3"
"1023291960","Copperfield OB/GYN","3"
"1023366242","Atrium Health Weight Management","3"
"1023397874","Atrium Health Urgent Care","3"
"1023445517","Atrium Health Primary Care and Integrative Medicine","3"
"1023445517","NorthEast Internal & Integrative Medicine","3"
"1023455987","Levine Cancer Institute","3"
"1033637178","Atrium Health Levine Children's Healthy Futures","3"
"1033637178","Atrium Health Levine Children's Perspective Pediatrics","3"
"1033637178","Atrium Health Levine Children's Suburban Pediatrics","3"
"1033637178","Levine Children's Healthy Futures Clinic","3"
"1043646961","Atrium Health Behavioral Health Psychiatry & Counseling","3"
"1043719610","Piedmont Orthopedic Specialists - Salisbury","3"
"1043819535","Atrium Health Urgent Care","3"
"1053635185","Atrium Health Women's Care Charlotte OB/GYN","3"
"1053635185","Charlotte Obstetric & Gynecologic Associates","3"
"1053748426","Atrium Health Levine Children's Rocky River Pediatrics","3"
"1053805127","Levine Cancer Institute","3"
"1063567428","Atrium Health Biddle Point","3"
"1063854057","Atrium Health Primary Care Kings Mountain Internal Medicine","3"
"1063854057","Kings Mountain Internal Medicine","3"
"1073541124","Atrium Health Levine Children's University Pediatrics","3"
"1073541124","University Pediatrics","3"
"1073860011","Atrium Health Primary Care Wesley Chapel Family Medicine","3"
"1073860011","Union Primary Care","3"
"1073861266","Atrium Health Pulmonology & Sleep Medicine","3"
"1073861266","Carolinas HealthCare System Pulmonary & Sleep Medicine","3"
"1073881694","Atrium Health Levine Children's Rutherford Pediatrics","3"
"1073881694","Rutherford Pediatrics","3"
"1083041404","Atrium Health Plastic & Reconstructive Surgery Cabarrus","3"
"1083041404","NorthEast Plastic & Reconstructive Surgery","3"
"1083642169","Atrium Health Primary Care Cotswold Family Medicine","3"
"1083642169","Cotswold Family Medicine","3"
"1093031882","Atrium Health Primary Care Mecklenburg Medical Group","3"
"1093031882","Mecklenburg Medical Group (MMG)","3"
"1093119513","Atrium Health Women's Care Stanly OB/GYN","3"
"1093119513","Stanly Women's Services","3"
"1104289685","Atrium Health Oral Medicine & Maxillofacial Surgery","3"
"1104289685","Carolinas Center for Oral Health","3"
"1104384031","Atrium Health Primary Care Christopherson Family Medicine","3"
"1104384031","Christopherson Family Medicine","3"
"1104402064","Affect Therapeutics","3"
"1114348802","Carolinas Hospitalist Group - Kings Mountain","3"
"1114380698","Atrium Health Dental Clinic","3"
"1124359112","Atrium Health General Surgery Denver","3"
"1124359112","CMC Surgery - Denver","3"
"1124422704","Atrium Health Gastroenterology & Hepatology","3"
"1124460746","Atrium Health Plastic & Hand Surgery","3"
"1134420052","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1134420052","Cabarrus Family Medicine","3"
"1134443260","Atrium Health Women's Care Charlotte OB/GYN","3"
"1134443260","Charlotte Obstetric & Gynecologic Associates","3"
"1134466790","Carolinas Hospitalist Group - Stanly","3"
"1144336587","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1144336587","Cabarrus Family Medicine","3"
"1144551458","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1144551458","Cabarrus Family Medicine","3"
"1144657636","NorthEast Critical Care Associates","3"
"1154035012","MINDHEALTH BEHAVIORAL PLLC","3"
"1154352938","Atrium Health Primary Care Riverbend Family Medicine","3"
"1154352938","Riverbend Family Physicians","3"
"1154563385","Rosenberg Bone and Joint","3"
"1154563385","St. Luke's Orthopedics and Sports Medicine","3"
"1154646578","Atrium Health Primary Care Charlotte Medical Clinic","3"
"1154646578","Charlotte Medical Clinic","3"
"1154820934","CHS Neonatal Follow-up Clinic","3"
"1164724100","Atrium Health Primary Care Mint Hill Commons Family Medicine","3"
"1164724100","Mint Hill Primary Care","3"
"1164726105","Scotland Surgical and GI Associates","3"
"1174879670","Atrium Health Women's Care Union OB/GYN","3"
"1174879670","Union Obstetrics & Gynecology","3"
"1184051757","Atrium Health Neurology","3"
"1184051757","Carolinas HealthCare System Neurosciences Institute","3"
"1184244881","Atrium Health Women's Care One Health OB GYN","3"
"1184244881","Atrium Health Women's Care One Health OB/GYN","3"
"1194090613","Levine Cancer Institute","3"
"1194152777","Atrium Health Neurology","3"
"1194152777","Carolinas HealthCare System Neurosciences Institute","3"
"1194157388","Atrium Health Levine Children's General Surgery","3"
"1194157388","Carolinas HealthCare System Pediatric Surgery","3"
"1225465362","Atrium Health Levine Children's Neurology","3"
"1225465362","Carolinas Pediatric Neurology Care - Huntersville","3"
"1225649718","Atrium Health Acute Care Surgery University","3"
"1235148529","Atrium Health Levine Children's Rock Hill Pediatrics","3"
"1235148529","Rock Hill Pediatric Associates","3"
"1235566829","Carolinas Pediatric Neurology Care - Hickory","3"
"1245585009","Atrium Health Primary Care Waxhaw Family Medicine","3"
"1245585009","Medical Group of Waxhaw","3"
"1245759166","Atrium Health Levine Children's Cabarrus Pediatrics","3"
"1245759166","Cabarrus Pediatrics","3"
"1255735312","Albemarle Medical Services","3"
"1255735312","Atrium Health Primary Care Albemarle Family Medicine","3"
"1265711956","Atrium Health Levine Children's McAlister Pediatrics","3"
"1265711956","Pediatric Medical Associates","3"
"1265869846","Atrium Health Primary Care Cabarrus Family Medicine Midland","3"
"1265869846","Midland Family Medicine","3"
"1275968620","Carolinas Hospitalist Group - Carolinas Rehab Pineville","3"
"1285907519","Scotland Surgical and GI Associates","3"
"1285959767","Atrium Health Primary Care Charlotte Medical Clinic","3"
"1285959767","Charlotte Medical Clinic","3"
"1295766079","Atrium Health Levine Children's South Lake Pediatrics","3"
"1295766079","South Lake Pediatrics","3"
"1295966109","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1295966109","Cabarrus Family Medicine","3"
"1295967586","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1306273768","NorthEast Pediatric Pulmonology","3"
"1326078072","Atrium Health Levine Children's Providence Pediatrics","3"
"1326078072","Providence Pediatrics","3"
"1326300922","Carolinas Palliative Care and Hospice Group","3"
"1326472812","Atrium Health Primary Care Concord Internal Medicine","3"
"1326472812","Concord Internal Medicine","3"
"1326480310","Carolinas Hospitalist Group - Cleveland","3"
"1336370295","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1336370295","Cabarrus Family Medicine","3"
"1346540101","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1346540101","Cabarrus Family Medicine","3"
"1356778567","Carolina Pediatric Gastroenterology - University","3"
"1366522369","Atrium Health Urgent Care","3"
"1366765893","Atrium Health Women's Care Copperfield OB/GYN","3"
"1366765893","Copperfield OB/GYN","3"
"1366799249","Carolinas Hospitalist Group - Union","3"
"1366879934","Atrium Health Employer Solutions Care","3"
"1366879934","Atrium Health Primary Care Edison Square Family Medicine","3"
"1366879934","Edison Square Family Medicine","3"
"1376898148","Union Family Practice","3"
"1376970418","Carolina Pediatric Gastroenterology - Huntersville","3"
"1386960177","Atrium Health Primary Care Mecklenburg Medical Group","3"
"1386960177","Mecklenburg Medical Group (MMG)","3"
"1386991297","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1396061347","Atrium Health Primary Care Carolina Lakes Internal Medicine","3"
"1396061347","Mecklenburg Medical Group (MMG)","3"
"1396166088","Carolinas Hospitalist Group - Carolina Rehab - Mt. Holly","3"
"1396295911","Carolinas HealthCare System Neurosciences Institute","3"
"1396928230","Atrium Health Neurology Kenilworth","3"
"1396928230","Carolina Neurological Clinic","3"
"1407277536","Levine Cancer Institute","3"
"1417267428","Atrium Health Senior Care","3"
"1417267428","Carolinas HealthCare System Senior Care","3"
"1417615030","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1427309608","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1427309608","Sports Medicine and Injury Care","3"
"1427452341","Atrium Health Primary Care Norwood Family Medicine","3"
"1427452341","Norwood Medical Services","3"
"1437168937","Atrium Health Urgent Care","3"
"1437459021","Atrium Health Urology Denver","3"
"1437459021","Atrium Health Urology Lincoln","3"
"1447545777","The Sanger Clinic","3"
"1447573829","Carolinas Hospitalist Group","3"
"1457001778","EXPRESS CLINICAL LAB","3"
"1457380313","Atrium Health Urgent Care Arboretum","3"
"1457784191","Ardsley Internal Medicine","3"
"1457784191","Atrium Health Primary Care Ardsley Internal Medicine","3"
"1467481127","Atrium Health Urgent Care Eastland","3"
"1467790055","Atrium Health Women's Care Urogynecology and Pelvic Surgery","3"
"1467790055","CMC Women's Center for Pelvic Health Northeast","3"
"1467886986","Atrium Health Primary Care Ardsley Internal Medicine","3"
"1477582385","Arboretum Pediatrics","3"
"1477582385","Atrium Health Levine Children's Arboretum Pediatrics","3"
"1477589158","Atrium Health Primary Care Eastridge Family Medicine","3"
"1477589158","Eastridge Family Medicine","3"
"1477814622","Atrium Health Urgent Care","3"
"1477878981","The Sanger Clinic","3"
"1477891810","Atrium Health Urgent Care","3"
"1477980050","Atrium Health Infectious Disease Cabarrus","3"
"1477980050","NorthEast Infectious Diseases","3"
"1487096426","Atrium Health Women's Care Shelby OB/GYN","3"
"1487096426","Shelby Women's Care","3"
"1487907531","The Sanger Clinic","3"
"1497256143","Atrium Health Urgent Care","3"
"1497762686","Atrium Health Urgent Care","3"
"1508892746","Atrium Health Urgent Care","3"
"1518197458","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1518197458","Cabarrus Family Medicine","3"
"1518570761","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1518570761","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medicine","3"
"1518571421","Atrium Health Levine Children's Baxter Village Pediatrics","3"
"1528314994","Atrium Health Women's Care Union OB/GYN","3"
"1528314994","Union Obstetrics & Gynecology","3"
"1528404571","Levine Cancer Institute","3"
"1538415906","Atrium Health Levine Children's Union Pediatrics","3"
"1538596747","Carolina Pediatric Gastroenterology","3"
"1538637137","Carolinas Primary Care","3"
"1548598857","Atrium Health Women's Care Eastover OB/GYN","3"
"1548598857","Eastover Obstetrics and Gynecology","3"
"1548693872","CHS Reproductive Medicine and Infertility","3"
"1548876923","Atrium Health Women's Care Urogynecology and Pelvic Surgery","3"
"1558686188","Atrium Health Primary Care Mecklenburg Medical Group","3"
"1558686188","Mecklenburg Medical Group (MMG)","3"
"1558765313","Atrium Health Primary Care Richfield Family Medicine","3"
"1558765313","Richfield Medical Services","3"
"1568075422","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1568075422","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medicine","3"
"1568610889","Atrium Health Urgent Care","3"
"1568717478","Atrium Health Primary Care Lake Park Family Medicine","3"
"1568717478","Lake Park Family Practice","3"
"1568899136","Kannapolis Internal Medicine","3"
"1578958773","Atrium Health Primary Care Cleveland Internal Medicine","3"
"1578958773","Cleveland Internal Medicine","3"
"1578967485","Atrium Health Primary Care Mt. Gilead Family Medicine","3"
"1578967485","Mt. Gilead Medical Services","3"
"1588091177","Atrium Health Women's Care GYN of the Carolinas","3"
"1588091177","GYN Care of the Carolinas","3"
"1588091904","Atrium Health Levine Children's Piedmont Pediatrics","3"
"1588091904","Piedmont Pediatrics","3"
"1588673636","East Charlotte Family Physicians","3"
"1588847420","Atrium Health Primary Care North Charlotte Internal Medicine","3"
"1588847420","North Charlotte Medical Specialist","3"
"1598017212","Atrium Health Pulmonology & Sleep Medicine","3"
"1598017212","Carolinas HealthCare System Pulmonary & Sleep Medicine","3"
"1598080087","The Sanger Clinic","3"
"1609191121","Atrium Health Levine Children's Congenital Heart Center","3"
"1609191121","Atrium Health Primary Care Barnett Family Medicine Redstone","3"
"1609191121","Atrium Health Women's Care Piedmont OB GYN","3"
"1609191121","The Sanger Clinic","3"
"1619464559","The Sanger Clinic","3"
"1619904430","Atrium Health Primary Care South Charlotte Internal Medicine","3"
"1619904430","South Charlotte Primary Care","3"
"1629344940","Levine Cancer Institute","3"
"1629405212","Atrium Health Neurology","3"
"1629405212","Carolinas HealthCare System Neurosciences Institute","3"
"1629432281","Piedmont Orthopedic Specialists","3"
"1629439963","Piedmont Orthopedic Specialists-Poplar Tent","3"
"1629625785","Atrium Health Urgent Care","3"
"1639425796","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1639697790","Atrium Health Levine Children's Suburban Pediatrics","3"
"1639697790","Suburban Pediatrics","3"
"1649201146","Atrium Health Primary Care Ardrey Kell Family Medicine","3"
"1649201146","Weddington Family Medicine","3"
"1649525619","Atrium Health Primary Care Pageland Family Medicine","3"
"1649525619","Atrium Health Primary Care Shiland Family Medicine","3"
"1649525619","Pageland Family Medicine","3"
"1649611823","Atrium Health Women's Care Shelby OB/GYN","3"
"1649611823","Shelby Women's Care","3"
"1659396893","Atrium Health Women's Care Charlotte OB/GYN","3"
"1659396893","Charlotte Obstetric & Gynecologic Associates","3"
"1659695781","Atrium Health Women's Care Charlotte OB/GYN","3"
"1659695781","Charlotte Obstetric & Gynecologic Associates","3"
"1669809158","CHS OBGYN Hospitalists","3"
"1679582134","Pediatric Endocrinology & Diabetes Specialists","3"
"1679801690","Atrium Health Primary Care Barnett Family Medicine","3"
"1679801690","Barnett Family Practice","3"
"1689016628","Atrium Health Pulmonology & Sleep Medicine","3"
"1689016628","Cleveland Pulmonary and Sleep Associates","3"
"1689604340","Atrium Health Primary Care Randolph Internal Medicine","3"
"1689604340","Randolph Internal Medicine Associates","3"
"1699006858","Atrium Health General Surgery Lincoln","3"
"1699006858","CMC Surgery - Lincoln","3"
"1699102012","Atrium Health Women's Care Northeast OB/GYN","3"
"1699102012","NorthEast Women's Health & Obstetrics at Renaissance","3"
"1700079225","Atrium Health Urgent Care","3"
"1700213113","NorthEast Pediatric Endocrinology - University","3"
"1700228418","Atrium Health Levine Children�s Shelby Children�s Clinic","3"
"1700228418","Shelby Children's Clinic","3"
"1710314133","Atrium Health Behavioral Health Psychiatry & Counseling","3"
"1710314133","NorthEast Psychiatric Services - Albemarle","3"
"1710914171","Atrium Health Levine Children's Charlotte Pediatrics","3"
"1710914171","Charlotte Pediatric Clinic","3"
"1730362641","Atrium Health Primary Care North Charlotte Internal Medicine","3"
"1730362641","North Charlotte Medical Specialist","3"
"1730516196","Atrium Health Women's Care Northeast OB/GYN","3"
"1730516196","NorthEast Women's Health & Obstetrics","3"
"1730519182","Carolinas Palliative Care and Hospice Group","3"
"1730520396","Atrium Health Levine Children's General Surgery","3"
"1730520396","Carolinas HealthCare System Pediatric Surgery","3"
"1740848100","Atrium Health OB GYN Hospitalist","3"
"1740848100","Atrium Health Women's Care Hospitalist","3"
"1750317921","Atrium Health Urgent Care Steele Creek","3"
"1750718102","NorthEast Pediatric Pulmonology - University","3"
"1750718128","NorthEast Pediatric Hospitalists","3"
"1750735064","Carolinas HealthCare System Wound Care Physicians-University","3"
"1760824700","Atrium Health Primary Care Shelby Family Medicine","3"
"1760824700","Shelby Family Practice","3"
"1770283475","Clear Lakes Dental","3"
"1770925703","Atrium Health Urgent Care","3"
"1780197335","Atrium Health Liver Care & Transplant","3"
"1780911339","Atrium Health Levine Children's Charlotte Pediatrics","3"
"1780911339","Charlotte Pediatric Clinic","3"
"1790024974","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1790123081","Atrium Health Women's Care Maternal Fetal Medicine","3"
"1790123081","CMC Women's Institute - NorthEast","3"
"1801126479","Advanced Urology","3"
"1801126479","Southeast Urology","3"
"1801223482","Atrium Health Endocrinology Birkdale Landing","3"
"1801223482","NorthEast Endocrinology - Huntersville","3"
"1811145014","Atrium Health Levine Children�s Gastonia Children�s Clinic","3"
"1811145014","Gastonia Children's Clinic","3"
"1811151244","Atrium Health Primary Care Mooresville Internal Medicine","3"
"1811151244","Mooresville Internal Medicine Associates","3"
"1811250533","Carolinas Palliative Care and Hospice Group","3"
"1821359142","Carolinas Palliative Care and Hospice Group","3"
"1821613480","Atrium Health Urgent Care","3"
"1841611530","Atrium Health Levine Children's Urgent Care","3"
"1841626777","Atrium Health Primary Care Weddington Internal Medicine & Pediatric","3"
"1841626777","Weddington Internal Medicine & Pediatrics","3"
"1841632882","Atrium Health Women's Care Shelby OB/GYN","3"
"1841632882","Shelby Women's Care","3"
"1851646756","Edward B. Bower, MD","3"
"1851649180","Atrium Health Urgent Care","3"
"1861671463","Atrium Health Weight Management","3"
"1861747479","Atrium Health Levine Children's Indian Trail Pediatrics","3"
"1861747479","Indian Trail Pediatrics","3"
"1861826562","Levine Cancer Institute","3"
"1861896789","Atrium Health Primary Care Oakboro Family Medicine","3"
"1861896789","Oakboro Medical Services","3"
"1871854752","Carolinas Palliative Care and Hospice Group","3"
"1871854828","Carolinas Palliative Care and Hospice Group","3"
"1871965038","Atrium Health Urgent Care","3"
"1881033009","Carolinas Hospitalist Group - Carolina Rehab Northeast","3"
"1891058699","Carolinas Palliative Care and Hospice Group","3"
"1891726634","Atrium Health Primary Care Harrisburg Family Physicians","3"
"1891726634","Harrisburg Family Physicians","3"
"1902049190","Atrium Health Urgent Care","3"
"1902200991","Atrium Health Levine Children's Stanly Pediatrics","3"
"1902200991","Stanly Pediatric Services","3"
"1902230428","Atrium Health Primary Care Carolina Internal Medicine","3"
"1902230428","Carolina Internal Medicine - Concord","3"
"1902233380","NorthEast Pediatric Endocrinology - Huntersville","3"
"1902233505","Carolinas Pediatric Neurology Care - Holy Angels","3"
"1902837073","Atrium Health Primary Care Davidson Clinic","3"
"1902837073","The Davidson Clinic","3"
"1912227935","Atrium Health Levine Children's Urgent Care","3"
"1912255241","Atrium Health Urgent Care","3"
"1912334335","NorthEast Pediatric Endocrinology","3"
"1922343987","Pediatric Hematology Oncology","3"
"1922353838","Atrium Health Primary Care Dove Internal Medicine","3"
"1922353838","Dove Internal Medicine","3"
"1932137080","Atrium Health Primary Care Northcross Family Medicine","3"
"1932137080","Northcross Family Physicians","3"
"1932436490","Atrium Health Levine Children's Rock Hill Pediatrics","3"
"1932436490","Rock Hill Pediatric Associates","3"
"1932722980","Atrium Health Urgent Care","3"
"1942525464","The Sanger Clinic","3"
"1942539010","Teen Health Connection","3"
"1942962113","Scotland Surgical and GI Associates","3"
"1952800526","Piedmont Orthopedic Specialists - Huntersville","3"
"1962727388","Atrium Health Levine Children's Congenital Heart Center","3"
"1962727388","The Sanger Clinic","3"
"1962728923","Atrium Health Primary Care Mecklenburg Medical Group","3"
"1962728923","Mecklenburg Medical Group (MMG)","3"
"1962858662","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1962858662","Carolina Orthopaedic Surgery Associates","3"
"1972829562","Carolinas Hospitalist Group - Scotland","3"
"1982038683","Levine Cancer Institute","3"
"1992173165","Atrium Health Gastroenterology & Hepatology Morehead Medical Plaza","3"
"1427205111","Crossroads Counseling Services, PLLC","3"
"1619677325","MD Jaw Surgery","3"
"1811258288","Telecare IMD Step-Down","3"
"1831308659","Casa De Esperanza Y Suenos Casa B","3"
"1518667229","Home Health Care","3"
"1730899907","Newhall Group home care inc","4"
"1841342318","LA FSP 4","5"
"1912522376","Tender Gifts Midwifery & Birth Center","3"
"1003242876","Atrium Health Infectious Disease Pineville","3"
"1003242876","Atrium Health Infusion Center","3"
"1003242876","ID Consultants & Infusion Care Specialists","3"
"1003288093","Atrium Health Urgent Care","3"
"1023250099","St. Luke's Surgical Associates","3"
"1023440898","The Sanger Clinic","3"
"1033268008","Kitsap Resources Consolidated","4"
"1033546403","Development & Behavioral Pediatrics of the Carolinas","3"
"1043441918","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1043441918","Cabarrus Family Medicine","3"
"1053624247","The Sanger Clinic","3"
"1053668012","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1063849420","Atrium Health Behavioral Health Psychiatry & Counseling","3"
"1063849420","NorthEast Psychiatric Services","3"
"1073940433","Carolinas HealthCare System Neurosciences Institute","3"
"1093038887","Carolinas Hospitalist Group","3"
"1114293495","Levine Cancer Institute","3"
"1114564416","Atrium Health Levine Children's Psychology","3"
"1114564416","Atrium Health Levine Children's Teen Health Connection Mental Healt","3"
"1114564416","Children's Advocacy Center Treehouse","3"
"1124393657","Levine Cancer Institute","3"
"1124593470","Atrium Health Addiction Services Ballantyne","3"
"1134474059","Atrium Health Primary Care Indian Trail Family Medicine","3"
"1134474059","Indian Trail Family Medicine","3"
"1144624206","Albemarle Pulmonary Services","3"
"1144624206","Atrium Health Pulmonary Albemarle","3"
"1154525293","Atrium Health Levine Children's Cleft, Craniofacial & Plastic Surge","3"
"1154525293","Atrium Health Plastic & Reconstructive Surgery Charlotte","3"
"1154525293","CMC Cosmetic and Plastic Surgery","3"
"1164453726","Atrium Health Primary Care Carmel Family Medicine","3"
"1164453726","Carmel Family Physicians","3"
"1174950752","Atrium Health Dermatology","3"
"1174950752","NorthEast Dermatology","3"
"1194052761","Atrium Health Levine Children's Charlotte Pediatrics","3"
"1194052761","Charlotte Pediatric Clinic","3"
"1205090784","Atrium Health Primary Care Denver Family Medicine","3"
"1205090784","East Lincoln Primary Care","3"
"1225268170","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1225268170","Cabarrus Family Medicine","3"
"1235566811","Atrium Health Neurology","3"
"1235566811","Carolinas HealthCare System Neurosciences Institute","3"
"1245587856","Atrium Health General Surgery","3"
"1255775029","Atrium Health Behavioral Health Primary Care","3"
"1285995415","Atrium Health Levine Children's Urgent Care","3"
"1306269691","Levine Cancer Institute","3"
"1306855846","Carolina Hospitalist Group - Carolina Rehab Charlotte","3"
"1306855846","Carolinas Hospitalist Group","3"
"1326374307","Atrium Health Primary Care Mountain Island Family Medicine","3"
"1326374307","Riverbend Family Physicians","3"
"1336492008","Levine Cancer Institute","3"
"1336543495","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medici","3"
"1336543495","Atrium Health Musculoskeletal Institute Orthopedics & Sports Medicine","3"
"1336543495","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1356689996","CMC Psychiatry and Behavioral Health","3"
"1356700132","Atrium Health Acute Care Surgery","3"
"1356700132","Atrium Health Colorectal Surgery","3"
"1356700132","Atrium Health HPB Surgery Cabarrus","3"
"1366067233","St. Luke's Urology Associates","3"
"1366779928","Atrium Health Women's Care Eastover OB/GYN","3"
"1366779928","Eastover Obstetrics and Gynecology","3"
"1376893057","Atrium Health Primary Care Charlotte Internal Medicine","3"
"1376893057","CMC Faculty Internal Medicine","3"
"1386960342","Atrium Health Primary Care Mecklenburg Medical Group","3"
"1386960342","Mecklenburg Medical Group (MMG)","3"
"1396172516","Carolinas Pediatric Neurology Care - Concord","3"
"1417272907","The Sanger Clinic","3"
"1427561638","Atrium Health Urgent Care","3"
"1447634522","Atrium Health Rheumatology","3"
"1447634522","Carolinas HealthCare System Rheumatology Care","3"
"1457808271","Atrium Health Musculoskeletal Institute Sports Medicine","3"
"1477100683","Atrium Health Urgent Care","3"
"1477173292","Atrium Health Community Care Primary Care Museum Family Medicine","3"
"1477173292","Atrium Health Occupational Medicine","3"
"1477173292","Atrium Health Primary Care Ballantyne Family Medicine","3"
"1477173292","Atrium Health Primary Care Dilworth Family Medicine","3"
"1477173292","Atrium Health Primary Care Lemmond Farm Family Medicine","3"
"1477878890","The Sanger Clinic","3"
"1487081063","Atrium Health Endocrinology - University City","3"
"1487081063","Northeast Endocrinology - University","3"
"1497055263","Atrium Health Primary Care Cabarrus Family Medicine","3"
"1497055263","Cabarrus Family Medicine","3"
"1508001009","Advanced Family Care","3"
"1508001009","Carolinas Hospitalist Group - Columbus","3"
"1508135799","Levine Cancer Institute","3"
"1518263268","Advanced Primary Care","3"
"1518263268","Women's Advanced Health and Wellness - Baldwin Woods OB-GYN","3"
"1518263268","Women's Advanced Health and Wellness - Baldwin Woods OB/GYN Tabor C","3"
"1518263268","Women's Advanced Health and Wellness- Baldwin Woods OB-GYN","3"
"1518405257","Atrium Health Diabetes & Nutrition Care","3"
"1518405257","Carolinas HealthCare System Diabetes Care","3"
"1518982768","Atrium Health Women's Care Eastover OB/GYN","3"
